Candidato;Partido;Ordem2;Circ;Gend
Luís Manuel Brito da Silva Carvalho;PSD;17;braga;1
Clara Alexandra Paredes Castro;PSD;18;braga;0
Maria José Novais Turiz da Silva Ramos;PSD;19;braga;0
Adão José Fonseca Silva;PSD;1;braKanca;1
Paulo Jorge Almendra Xavier;PSD;2;braKanca;1
Cristina Maria Oliveira Miguel Rodrigues;PSD;3;braKanca;0
Cláudia Sofia Farinha André;PSD;1;castelo_b;0
Álvaro Manuel Reis Batista;PSD;2;castelo_b;1
Susana Sequeira Salvado;PSD;3;castelo_b;0
Diogo Serras Baptista dos Santos;PSD;4;castelo_b;1
Mónica Cláudia de Castro Quintela;PSD;1;coimbra;0
Maria de Fátima Simões Ramos do Vale Ferreira;PSD;2;coimbra;0
João Paulo Lima Barbosa de Melo;PSD;3;coimbra;1
Fernando Tavares Pereira;PSD;4;coimbra;1
Ana Elisabete Laborda Oliveira;PSD;5;coimbra;0
Carlos Miguel da Cruz Santo Gomes Fernandes;PSD;6;coimbra;1
Sandra Margarida Matias Andrade Fidalgo;PSD;7;coimbra;0
Olinda Maria Martinho Gonçalves Rio;PSD;8;coimbra;0
Nuno Miguel Almeida Alves;PSD;9;coimbra;1
Sónia Cristina Silva dos Ramos;PSD;1;evora;0
Francisco Maria Gonçalves Lopes Figueira;PSD;2;evora;1
João Carlos de Carvalho Branco Perdigão Marquês;PSD;3;evora;1
Luís Filipe Soromenho Gomes;PSD;1;faro;1
Rui Celestino dos Santos Cristina;PSD;2;faro;1
Ofélia Isabel Andrés da Conceição Ramos;PSD;3;faro;0
Dinis Manuel da Palma Faísca;PSD;4;faro;1
Álvaro José Martins Viegas;PSD;5;faro;1
Helena Maria Palhota Dias Simões;PSD;6;faro;0
Bruno Sousa Costa;PSD;7;faro;1
Tiago Alexandre Godinho Mateus;PSD;8;faro;1
Inês Tamissa de Barros;PSD;9;faro;0
Gustavo de Sousa Duarte;PSD;1;guarda;1
João José Pina Prata;PSD;2;guarda;1
Sara Filipa Saraiva dos Santos;PSD;3;guarda;0
Paulo Cardoso Correia da Mota Pinto;PSD;1;leiria;1
Hugo Patrício Martinho de Oliveira;PSD;2;leiria;1
Olga Cristina Fino Silvestre;PSD;3;leiria;0
João Manuel Gomes Marques;PSD;4;leiria;1
João Carlos Barreiras Duarte;PSD;5;leiria;1
Célia Cristina Martins dos Santos Freire;PSD;6;leiria;0
Álvaro José Madureira;PSD;7;leiria;1
João Paulo Antunes dos Santos;PSD;8;leiria;1
Sofia Isabel Carreira;PSD;9;leiria;0
Alda Maria das Neves Delgado Correia de Carvalho;PSD;10;leiria;0
Ricardo Augusto Guerreiro Batista Leite;PSD;1;lisboa;1
José Maria Lopes Silvano;PSD;2;lisboa;1
Isabel Maria Meireles;PSD;3;lisboa;0
Joaquim José Miranda Sarmento;PSD;4;lisboa;1
Duarte Rogério Matos Ventura Pacheco;PSD;5;lisboa;1
Lina Maria Cardoso Lopes;PSD;6;lisboa;0
Tiago da Mota Veiga Moreira de Sá;PSD;7;lisboa;1
António Pedro Roque da Visitação Oliveira;PSD;8;lisboa;1
Joana Catarina Barata Reis Lopes;PSD;9;lisboa;0
Alexandre Damasceno da Silva Poço;PSD;10;lisboa;1
António Manuel Pimenta Proa;PSD;11;lisboa;1
Maria Emília Apolinário Sota Felicíssimo;PSD;12;lisboa;0
Alexandre Bernardo de Macedo e Lopes Simões;PSD;13;lisboa;1
João Carlos da Silva Bastos Dias Coelho;PSD;14;lisboa;1
Cristina Ferreira de Oliveira;PSD;15;lisboa;0
Rodrigo Nuno Elias Gonçalves Silva;PSD;16;lisboa;1
Pedro Henrique Godinho Barreira Castanheira Lopes;PSD;17;lisboa;1
Sandra Regina Rodrigues Mendes de Campos Luís Gadanho;PSD;18;lisboa;0
Américo Manuel de Brito Vitorino;PSD;19;lisboa;1
Hugo Miguel da Silva Roque;PSD;20;lisboa;1
Filipa Rei Barata de Oliveira Guimarães Cabral da Camara;PSD;21;lisboa;0
Nuno Miguel Almeida dos Santos Henriques;PSD;22;lisboa;1
Sofia Margarida Vala Rocha;PSD;23;lisboa;0
António de Jesus Seixas;PSD;24;lisboa;1
Andreia Filipa Neves Bernardo;PSD;25;lisboa;0
Maria da Glória Fernandes Sarmento;PSD;26;lisboa;0
Carlos Manuel dos Santos Batista da Silva;PSD;27;lisboa;1
Gonçalo Martins Conde da Costa;PSD;28;lisboa;1
Sandra Cristina de Sequeiros Pereira;PSD;29;lisboa;0
Rui Ribeiro Rei;PSD;30;lisboa;1
Sónia Marques Oliveira;PSD;31;lisboa;0
Marta Regina Silva dos Santos Vieira;PSD;32;lisboa;0
Nuno Miguel Ribeiro de Vasconcelos Botelho;PSD;33;lisboa;1
Ana Sofia Fernandes Bettencourt;PSD;34;lisboa;0
Édi Gabriel Maia Gomes;PSD;35;lisboa;1
António Jorge de Oliveira Lopes;PSD;36;lisboa;1
Ana Isabel Pais Pacheco Valente;PSD;37;lisboa;0
Álvaro da Silva Amorim de Sousa Carneiro;PSD;38;lisboa;1
Ana Maria de Campos Pedroso Mateus;PSD;39;lisboa;0
Manuel Luís Oliveira Castelo;PSD;40;lisboa;1
Francisco Américo Maurício Domingues;PSD;41;lisboa;1
Rita Maria Antunes Nery;PSD;42;lisboa;0
Regina Gomes Condessa;PSD;43;lisboa;0
Jorge Manuel da Silveira Rodrigues Barata;PSD;44;lisboa;1
Liliana Fidalgo Dias;PSD;45;lisboa;0
José Augusto de Jesus Felício;PSD;46;lisboa;1
Nina Moreira Pires de Sousa Santos e Geraldes Rodrigues;PSD;47;lisboa;0
Nelson Miguel Rodrigues Coelho;PSD;48;lisboa;1
João Pedro Cachiço Ribeiro Luís;PSD;1;portalegre;1
Luís Miguel Casqueiro Romão;PSD;2;portalegre;1
Sofia Helena Correia Fernandes Sousa Matos;PSD;1;porto;0
Rui Fernando da Silva Rio;PSD;2;porto;1
Paulo César Rios de Oliveira;PSD;3;porto;1
Catarina Leite de Faria da Rocha Ferreira;PSD;4;porto;0
Afonso Gonçalves da Silva Oliveira;PSD;5;porto;1
Hugo Miguel Sousa Carneiro;PSD;6;porto;1
Márcia Isabel Duarte Passos Resende;PSD;7;porto;0
Paulo Fernando de Sousa Ramalho;PSD;8;porto;1
Rui Pedro Guimarães de Melo Carvalho Lopes;PSD;9;porto;1
Maria Germana de Sousa Rocha;PSD;10;porto;0
Paulo Miguel da Silva Santos;PSD;11;porto;1
Joaquim José Pinto Moreira;PSD;12;porto;1
Andreia Carina Machado da Silva Neto;PSD;13;porto;0
Firmino Jorge Anjos Pereira;PSD;14;porto;1
António Duarte Conde Almeida da Cunha;PSD;15;porto;1
Rosina Patrícia Ribeiro Pereira;PSD;16;porto;0
César Jorge da Silva Vasconcelos;PSD;17;porto;1
Nuno Filipe de Sá Costa;PSD;18;porto;1
Ana Clara Nobre Durana;PSD;19;porto;0
Mariana Ferreira Ribeiro Macedo;PSD;20;porto;0
Mário Armando Martins Duarte;PSD;21;porto;1
Ana Raquel Coelho Azevedo;PSD;22;porto;0
Miguel Almeida Corte-Real Gomes;PSD;23;porto;1
Sandra Maria Araújo de Amorim;PSD;24;porto;0
António Manuel Moreira Coelho;PSD;25;porto;1
Cristiana Susete Martins Seabra;PSD;26;porto;0
Alberto Jorge Torres da Silva Fonseca;PSD;27;porto;1
Lucinda Silva Fonseca Moreira;PSD;28;porto;0
Maria João Esteves Magalhães;PSD;29;porto;0
Francisco José de Sousa Vieira;PSD;30;porto;1
José Miguel Pinto Pereira;PSD;31;porto;1
Maria José Pinto Cerqueira;PSD;32;porto;0
Carlos Jorge Castro Alves;PSD;33;porto;1
Paula Cristina Dinis Pinto;PSD;34;porto;0
Jorge André Soares Barbosa;PSD;35;porto;1
Cecília Alexandra da Costa Pereira;PSD;36;porto;0
Paula Susana Ribeiro Ferreira;PSD;37;porto;0
Carlos Alberto Freitas Miranda;PSD;38;porto;1
Célia da Silva Carneiro;PSD;39;porto;0
Alberto Amaro Guedes Machado;PSD;40;porto;1
Isaura Maria Crisóstomo Bernardino Morais;PSD;1;santarem;0
João Manuel Moura Rodrigues;PSD;2;santarem;1
Maria Inês Leiria Barroso;PSD;3;santarem;0
Rui Miguel Garrido Conde Andrade Rufino;PSD;4;santarem;1
Tiago Ribeiro de Carvalho Ferreira;PSD;5;santarem;1
Susana Cristina Coelho da Silva Pitta Soares;PSD;6;santarem;0
Tiago Manuel Henriques Carrão;PSD;7;santarem;1
Sónia Patrícia da Silva Ferreira Quintino;PSD;8;santarem;0
Susana Isabel Ferreira Vitorino;PSD;9;santarem;0
Nuno Miguel Oliveira Carvalho;PSD;1;setubal;1
Fernando Mimoso Negrão;PSD;2;setubal;1
Maria Fernanda Pardaleiro Velez;PSD;3;setubal;0
João Pedro Vila Viçosa Louro;PSD;4;setubal;1
Paulo Jorge Simões Ribeiro;PSD;5;setubal;1
Cláudia Alexandra Martins de Oliveira;PSD;6;setubal;0
Lina Cristina de Matos Gonzalez;PSD;7;setubal;0
Luís Carlos Tavares Bravo;PSD;8;setubal;1
Jacinto Luís Mendes Ventura;PSD;9;setubal;1
Joana Filipa Aguiar Medeira;PSD;10;setubal;0
Paulo Edson Carvalho Borges da Cunha;PSD;11;setubal;1
Luís Filipe dos Santos;PSD;12;setubal;1
Lénia Mendonça Marques dos Anjos;PSD;13;setubal;0
Carlos Miguel Viegas Vitorino;PSD;14;setubal;1
João Miguel Rosado Figueiredo da Silva;PSD;15;setubal;1
Helena Maria Gomes de Sousa Prado;PSD;16;setubal;0
Cláudia Julieta Gonçalves Coelho da Silva;PSD;17;setubal;0
Bernardo Rocha Baião;PSD;18;setubal;1
Jorge Manuel Salgueiro Mendes;PSD;1;viana_c;1
Maria Emília e Sousa Cerqueira;PSD;2;viana_c;0
João Carlos Araújo Rêgo Montenegro;PSD;3;viana_c;1
José Carlos do Lago Gonçalves;PSD;4;viana_c;1
Felismina Carlota Seixas da Rocha Barros – Independente;PSD;5;viana_c;0
Vítor Morais da Cruz – Independente;PSD;6;viana_c;1
Artur José Montenegro Soveral Freire de Andrade - Independente;PSD;1;vila_r;1
Cláudia Patrícia Quitério Bento - Independente;PSD;2;vila_r;0
André Pereira Cardoso Marques;PSD;3;vila_r;1
Miguel de Matos Esteves;PSD;4;vila_r;1
Paula Cristina Lopes Costa;PSD;5;vila_r;0
Hugo Daniel Alves Martins de Carvalho;PSD;1;viseu;1
António Guilherme de Jesus Pais de Almeida;PSD;2;viseu;1
Cristiana Maria da Silva Ferreira;PSD;3;viseu;0
Hugo João Ribeiro Maravilha;PSD;4;viseu;1
Domingos Manuel Pinto Nascimento;PSD;5;viseu;1
Ana Raquel Correia Pinto;PSD;6;viseu;0
Ana Cristina Fernandes Pais;PSD;7;viseu;0
Paulo Alexandre Ribeiro Bito;PSD;8;viseu;1
Mário Sérgio Quaresma Gonçalves Marques – PPD/PSD;PSD;1;madeira;1
Sara Martins Marques Santos Madruga da Costa - PPD/PSD;PSD;2;madeira;0
Cláudia Patricia Homem de Gouveia Dantas - PPD/PSD;PSD;3;madeira;0
João Dinis Santos Ramos - PPD/PSD;PSD;4;madeira;1
Gonçalo Nuno Freitas Santos - PPD/PSD;PSD;5;madeira;1
Jéssica José Ferreira Faria - PPD/PSD;PSD;6;madeira;0
Paulo Alexandre Luís Botelho Moniz;PSD;1;acores;1
Francisco José Duarte Pimentel;PSD;2;acores;1
Ilídia Maria da Silva Fialho Quadrado;PSD;3;acores;0
Eunice Maria Pinheiro Sousa;PSD;4;acores;0
Emanuel Raimundo Pereira de Sousa;PSD;5;acores;1
Maria Ester Vargas de Almeida e Silva;PSD;1;europa;0
Victor Manuel Alves Gomes;PSD;2;europa;1
António Alberto Maló de Abreu;PSD;1;fora;1
Manuel Magno Alves - Independente;PSD;2;fora;1
